id	word_key	book_key	dict_key	pos	usage	timestamp
Nineteen_Eighty-Four:5EB7488E:163420:9	en:grille	Nineteen_Eighty-Four:5EB7488E	B0053VMNYW	163420	From the grille at the counter the steam of stew came pouring forth, with a sour metallic smell which did not quite overcome the fumes of Victory Gin. 	1555339617985
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AZEEAAAQAQAA:93500:14	en:philologist	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AZEEAAAQAQAA:93500	Syme was a philologist, a specialist in Newspeak. 	1555339801586
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AZEEAAD8AQAA:93736:14	en:protuberant	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AZEEAAD8AQAA:93736	He was a tiny creature, smaller than Winston, with dark hair and large, protuberant eyes, at once mournful and derisive, which seemed to search your face closely while he was speaking to you. 	1555339828366
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AZEEAAAjAgAA:93775:11	en:derisive	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AZEEAAAjAgAA:93775	He was a tiny creature, smaller than Winston, with dark hair and large, protuberant eyes, at once mournful and derisive, which seemed to search your face closely while he was speaking to you. 	1555339847211
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AZQEAAAjAQAA:94326:10	en:darning	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AZQEAAAjAQAA:94326	Sometimes it was buttons, sometimes it was darning wool, sometimes it was shoelaces; at present it was razor blades. 	1555339890265
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AZoEAAARAAAA:94941:8	en:roved	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AZoEAAARAAAA:94941	His mocking eyes roved over Winston’s face. 	1555339949381
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AZoEAAABAQAA:95181:11	en:gloating	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AZoEAAABAQAA:95181	He would talk with a disagreeable gloating satisfaction of helicopter raids on enemy villages, and trials and confessions of thought-criminals, the executions in the cellars of the Ministry of Love. 	1555339977175
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AZ0EAABzAAAA:96058:11	en:pannikin	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AZ0EAABzAAAA:96058	On to each was dumped swiftly the regulation lunch—a metal pannikin of pinkish-grey stew, a hunk of bread, a cube of cheese, a mug of milkless Victory Coffee, and one saccharine tablet. 	1555340045399
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AZ0EAADfAAAA:96166:13	en:saccharine	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AZ0EAADfAAAA:96166	On to each was dumped swiftly the regulation lunch—a metal pannikin of pinkish-grey stew, a hunk of bread, a cube of cheese, a mug of milkless Victory Coffee, and one saccharine tablet. 	1555340066264
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AaQEAABsAAAA:98234:9	en:pedant	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AaQEAABsAAAA:98234	He bit hungrily into his bread and swallowed a couple of mouthfuls, then continued speaking, with a sort of pedant’s passion. 	1555340198803
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AaYEAAAKAAAA:99530:8	en:vapid	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AaYEAAAKAAAA:99530	A sort of vapid eagerness flitted across Winston’s face at the mention of Big Brother. 	1555340272897
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:Aa4EAABfBgAA:104412:14	en:fulminating	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	Aa4EAABfBgAA:104412	He might be denouncing Goldstein and demanding sterner measures against thought-criminals and saboteurs, he might be fulminating against the atrocities of the Eurasian army, he might be praising Big Brother or the heroes on the Malabar front—it made no difference. 	1555340518094
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AbEEAABpAQAA:105894:12	en:aloofness	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AbEEAABpAQAA:105894	There was something that he lacked: discretion, aloofness, a sort of saving stupidity. 	1555340637456
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AbEEAADmAQAA:106019:12	en:venerated	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AbEEAADmAQAA:106019	He believed in the principles of Ingsoc, he venerated Big Brother, he rejoiced over victories, he hated heretics, not merely with sincerity but with a sort of restless zeal, an up-to-dateness of information, which the ordinary Party member did not approach. 	1555340653979
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AbEEAAAiAgAA:106079:11	en:heretics	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AbEEAAAiAgAA:106079	He believed in the principles of Ingsoc, he venerated Big Brother, he rejoiced over victories, he hated heretics, not merely with sincerity but with a sort of restless zeal, an up-to-dateness of information, which the ordinary Party member did not approach. 	1555340669458
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AbEEAADbBQAA:107032:7	en:Zeal	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AbEEAADbBQAA:107032	Zeal was not enough. 	1555340738826
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AbMEAACIAAAA:107265:12	en:threading	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AbMEAACIAAAA:107265	Parsons, Winston’s fellow-tenant at Victory Mansions, was in fact threading his way across the room—a tubby, middle-sized man with fair hair and a froglike face. 	1555340768611
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AbUEAABuAAAA:108813:12	en:earmarked	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AbUEAABuAAAA:108813	About a quarter of one’s salary had to be earmarked for voluntary subscriptions, which were so numerous that it was difficult to keep track of them. 	1555340882061
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AboEAACqAAAA:109821:8	en:Spies	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AboEAACqAAAA:109821	All they think about is the Spies, and the war, of course. 	1555340968989
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AcQEAADiAAAA:112186:10	en:edified	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AcQEAADiAAAA:112186	Parsons, his attention caught by the trumpet call, sat listening with a sort of gaping solemnity, a sort of edified boredom. 	1555341117422
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AcUEAABDAgAA:114100:14	en:resentfully	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AcUEAABDAgAA:114100	He meditated resentfully on the physical texture of life. 	1555341230779
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AcYEAAAaAwAA:116513:8	en:stout	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AcYEAAAaAwAA:116513	It was curious how that beetle-like type proliferated in the Ministries: little dumpy men, growing stout very early in life, with short legs, swift scuttling movements, and fat inscrutable faces with very small eyes. 	1555341403984
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:Ac0EAAApAAAA:118275:10	en:reverie	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	Ac0EAAApAAAA:118275	At this moment he was dragged out of his reverie with a violent jerk. 	1555341507526
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:Ac8EAADpAgAA:119875:14	en:incredulous	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	Ac8EAADpAgAA:119875	In any case, to wear an improper expression on your face (to look incredulous when a victory was announced, for example) was itself a punishable offence. 	1555341594353
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AeAEAABJAgAA:124350:15	en:inextricably	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AeAEAABJAgAA:124350	In his mind the smell of it was inextricably mixed up with fornication. 	1555417664967
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AeEEAABaAAAA:124479:13	en:Consorting	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AeEEAABaAAAA:124479	Consorting with prostitutes was forbidden, of course, but it was one of those rules that you could occasionally nerve yourself to break. 	1555417688190
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AeEEAACUAgAA:125049:10	en:Tacitly	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AeEEAACUAgAA:125049	Tacitly the Party was even inclined to encourage prostitution, as an outlet for instincts which could not be altogether suppressed. 	1555417732009
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AeQEAABgAAAA:127547:11	en:aquiline	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AeQEAABgAAAA:127547	She had a bold, aquiline face, a face that one might have called noble until one discovered that there was as nearly as possible nothing behind it. 	1555417926745
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AeUEAAAKAgAA:128747:8	en:borne	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AeUEAAAKAgAA:128747	But even then he could have borne living with her if it had been agreed that they should remain celibate. 	1555418026727
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AegEAACQAQAA:130113:11	en:scuffles	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AegEAACQAQAA:130113	Why could he not have a woman of his own instead of these filthy scuffles at intervals of years? 	1555418120701
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AegEAACnAwAA:130648:14	en:impregnable	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AegEAACnAwAA:130648	They were all impregnable, as the Party intended that they should be. 	1555418155601
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AegEAAAuBAAA:130783:9	en:virtue	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AegEAAAuBAAA:130783	And what he wanted, more even than to be loved, was to break down that wall of virtue, even if it were only once in his whole life. 	1555418167127
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AesEAAArAAAA:131195:11	en:paraffin	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AesEAAArAAAA:131195	When I saw her in the light— After the darkness the feeble light of the paraffin lamp had seemed very bright. 	1555418200847
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:Af8EAAALAQAA:135501:10	en:flogged	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	Af8EAAALAQAA:135501	Before the Revolution they had been hideously oppressed by the capitalists, they had been starved and flogged, women had been forced to work in the coal mines (women still did work in the coal mines, as a matter of fact), children had been sold into the factories at the age of six. 	1555418430988
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:Af8EAACpCQAA:137707:13	en:racketeers	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	Af8EAACpCQAA:137707	There was a vast amount of criminality in London, a whole world-within-a-world of thieves, bandits, prostitutes, drug-peddlers, and racketeers of every description; but since it all happened among the proles themselves, it was of no importance. 	1555418554488
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:Af8EAAByCgAA:137908:13	en:puritanism	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	Af8EAAByCgAA:137908	The sexual puritanism of the Party was not imposed upon them. 	1555418570118
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AQIFAAB4AAAA:140208:9	en:ermine	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AQIFAAB4AAAA:140208	There would be mention of the bishops in their lawn sleeves, the judges in their ermine robes, the pillory, the stocks, the treadmill, the cat-o’-nine tails, the Lord Mayor’s Banquet, and the practice of kissing the Pope’s toe. 	1555418713046
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AQIFAACKAAAA:140226:10	en:pillory	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AQIFAACKAAAA:140226	There would be mention of the bishops in their lawn sleeves, the judges in their ermine robes, the pillory, the stocks, the treadmill, the cat-o’-nine tails, the Lord Mayor’s Banquet, and the practice of kissing the Pope’s toe. 	1555418725080
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AQMFAABiAwAA:141453:10	en:cadging	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AQMFAABiAwAA:141453	Great areas of it, even for a Party member, were neutral and non-political, a matter of slogging through dreary jobs, fighting for a place on the Tube, darning a worn-out sock, cadging a saccharine tablet, saving a cigarette end. 	1555418812826
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AQMFAADdBAAA:141832:14	en:persecuting	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AQMFAADdBAAA:141832	The ideal set up by the Party was something huge, terrible, and glittering—a world of steel and concrete, of monstrous machines and terrifying weapons—a nation of warriors and fanatics, marching forward in perfect unity, all thinking the same thoughts and shouting the same slogans, perpetually working, fighting, triumphing, persecuting—three hundred million people all with the same face. 	1555425558215
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AQYFAAAsBQAA:145150:12	en:sinecures	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AQYFAAAsBQAA:145150	After confessing to these things they had been pardoned, reinstated in the Party, and given posts which were in fact sinecures but which sounded important. 	1555425805499
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AQYFAABvBQAA:145217:9	en:abject	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AQYFAABvBQAA:145217	All three had written long, abject articles in the Times, analyzing the reasons for their defection and promising to make amends. 	1555425851111
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AQgFAACnAgAA:146865:12	en:tenements	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AQgFAACnAgAA:146865	Always they were a rehashing of the ancient themes—slum tenements, starving children, street battles, capitalists in top hats—even on the barricades the capitalists still seemed to cling to their top hats an endless, hopeless effort to get back into the past. 	1555425972749
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AQkFAACUAgAA:148042:10	en:braying	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AQkFAACUAgAA:148042	It was a peculiar, cracked, braying, jeering note: in his mind Winston called it a yellow note. 	1555426058419
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:ARUFAACxAgAA:152662:12	en:imposture	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	ARUFAACxAgAA:152662	What most afflicted him with the sense of nightmare was that he had never clearly understood why the huge imposture was undertaken. 	1555426343713
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:ARgFAABkAAAA:153415:15	en:frontispiece	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	ARgFAABkAAAA:153415	He picked up the children’s history book and looked at the portrait of Big Brother which formed its frontispiece. 	1555426389144
The_Straits_Times:5F63A712:27366:11	en:poignant	The_Straits_Times:5F63A712	B0053VMNYW	27366	"It is particularly poignant that this happened during Holy Week,"" he wrote on Facebook. "	1555458967512
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:ASUFAAAFAwAA:156823:12	en:balminess	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	ASUFAAAFAwAA:156823	But this evening as he came out of the Ministry the balminess of the April air had tempted him. 	1555581822862
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:ASYFAAB0AwAA:158194:10	en:splayed	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	ASYFAAB0AwAA:158194	In and out of the dark doorways, and down narrow alley-ways that branched off on either side, people swarmed in astonishing numbers—girls in full bloom, with crudely lipsticked mouths, and youths who chased the girls, and swollen waddling women who showed you what the girls would be like in ten years’ time, and old bent creatures shuffling along on splayed feet, and ragged barefooted children who played in the puddles and then scattered at angry yells from their mothers. 	1555581981094
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:ASoFAABgAQAA:160031:13	en:concertina	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	ASoFAABgAQAA:160031	At the same instant a man in a concertina-like black suit, who had emerged from a side alley, ran towards Winston, pointing excitedly to the sky. 	1555582078421
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AS4FAADEAAAA:161557:9	en:sordid	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AS4FAADEAAAA:161557	Within three or four minutes he was out of the area which the bomb had affected, and the sordid swarming life of the streets was going on as though nothing had happened. 	1555582214465
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:ATUFAAC1AQAA:163501:8	en:folly	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	ATUFAAC1AQAA:163501	It was their delight, their folly, their anodyne, their intellectual stimulant. 	1555600679679
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:ATUFAADCAQAA:163514:10	en:anodyne	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	ATUFAADCAQAA:163514	It was their delight, their folly, their anodyne, their intellectual stimulant. 	1555600689099
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:ATkFAAADAAAA:167581:7	en:arst	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	ATkFAAADAAAA:167581	“I arst you civil enough, didn’t I?” 	1555600931874
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:ATkFAABTAAAA:167661:15	en:pugnaciously	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	ATkFAABTAAAA:167661	said the old man, straightening his shoulders pugnaciously. 	1555600945768
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AU0FAABbAgAA:172867:10	en:lackeys	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AU0FAABbAgAA:172867	Every capitalist went about with a gang of lackeys who—” The old man brightened again. 	1555601243492
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AU8FAADfAQAA:173388:14	en:bourgeoisie	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AU8FAADfAQAA:173388	‘Lackeys of the bourgeoisie! 	1555601271629
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AVwFAAB8AwAA:177802:8	en:windy	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AVwFAAB8AwAA:177802	They remembered a million useless things, a quarrel with a workmate, a hunt for a lost bicycle pump, the expression on a long-dead sister’s face, the swirls of dust on a windy morning seventy years ago: but all the relevant facts were outside the range of their vision. 	1555601470808
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AV8FAAAEAAAA:179335:13	en:proprietor	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AV8FAAAEAAAA:179335	The proprietor had just lighted a hanging oil lamp which gave off an unclean but friendly smell. 	1555601523823
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AV8FAABAAQAA:179651:8	en:fussy	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AV8FAABAAQAA:179651	His spectacles, his gentle, fussy movements, and the fact that he was wearing an aged jacket of black velvet, gave him a vague air of intellectuality, as though he had been some kind of literary man, or perhaps a musician. 	1555601552676
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AWMFAABLAQAA:181244:12	en:tarnished	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AWMFAABLAQAA:181244	In the window there were trays of nuts and bolts, worn-out chisels, penknives with broken blades, tarnished watches that did not even pretend to be in going order, and other miscellaneous rubbish. 	1555601632591
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AWMFAAD2AQAA:181415:12	en:lacquered	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AWMFAAD2AQAA:181415	Only on a small table in the corner was there a litter of odds and ends—lacquered snuffboxes, agate brooches, and the like—which looked as though they might include something interesting. 	1555601700407
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AWMFAAAAAgAA:181425:13	en:snuffboxes	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AWMFAAAAAgAA:181425	Only on a small table in the corner was there a litter of odds and ends—lacquered snuffboxes, agate brooches, and the like—which looked as though they might include something interesting. 	1555601713138
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AWMFAAAMAgAA:181437:8	en:agate	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AWMFAAAMAgAA:181437	Only on a small table in the corner was there a litter of odds and ends—lacquered snuffboxes, agate brooches, and the like—which looked as though they might include something interesting. 	1555601720677
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AWMFAAASAgAA:181443:11	en:brooches	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AWMFAAASAgAA:181443	Only on a small table in the corner was there a litter of odds and ends—lacquered snuffboxes, agate brooches, and the like—which looked as though they might include something interesting. 	1555601739082
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AWsFAACaAQAA:184141:13	en:slatternly	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AWsFAACaAQAA:184141	There was a strip of carpet on the floor, a picture or two on the walls, and a deep, slatternly arm-chair drawn up to the fireplace. 	1555601899143
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AWsFAAAXAgAA:184266:14	en:mantelpiece	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AWsFAAAXAgAA:184266	An old-fashioned glass clock with a twelve-hour face was ticking away on the mantelpiece. 	1555601917163
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AWwFAACVAAAA:184540:11	en:mahogany	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AWwFAACVAAAA:184540	Now that’s a beautiful mahogany bed, or at least it would be if you could get the bugs out of it. 	1555601936851
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AW0FAABGAgAA:185251:9	en:fender	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AW0FAABGAgAA:185251	It seemed to him that he knew exactly what it felt like to sit in a room like this, in an arm-chair beside an open fire with your feet in the fender and a kettle on the hob; utterly alone, utterly secure, with nobody watching you, no voice pursuing you, no sound except the singing of the kettle and the friendly ticking of the clock. 	1555601976801
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AXAFAABIAAAA:185831:13	en:gravitated	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AXAFAABIAAAA:185831	There was a small bookcase in the other corner, and Winston had already gravitated towards it. 	1555601981301
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AW0FAABhAgAA:185278:6	en:hob	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AW0FAABhAgAA:185278	It seemed to him that he knew exactly what it felt like to sit in a room like this, in an arm-chair beside an open fire with your feet in the fender and a kettle on the hob; utterly alone, utterly secure, with nobody watching you, no voice pursuing you, no sound except the singing of the kettle and the friendly ticking of the clock. 	1555601986360
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AYEFAACZAAAA:189255:11	en:tableaux	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AYEFAACZAAAA:189255	It was a museum used for propaganda displays of various kinds—scale models of rocket bombs and Floating Fortresses, waxwork tableaux illustrating enemy atrocities, and the like. 	1555602205908
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AYMFAABBAAAA:189511:14	en:incongruous	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AYMFAABBAAAA:189511	It would have been an even more incongruous possession than the glass paperweight, and impossible to carry home, unless it were taken out of its frame. 	1555602223989
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AYMFAAD7AwAA:190465:10	en:steeple	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AYMFAAD7AwAA:190465	From one ghostly steeple after another he seemed to hear them pealing forth. 	1555602270908
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AYQFAABlAAAA:190711:17	en:reconnoitering	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AYQFAABlAAAA:190711	He got away from Mr Charrington and went down the stairs alone, so as not to let the old man see him reconnoitering the street before stepping out of the door. 	1555602293528
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AYQFAABGAQAA:190936:11	en:shirking	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AYQFAABGAQAA:190936	It was perhaps not more dangerous than shirking an evening at the Centre. 	1555602326513
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AYUFAACkAQAA:191570:13	en:exaltation	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AYUFAACkAQAA:191570	For perhaps five seconds exaltation made him careless, and he stepped out on to the pavement without so much as a preliminary glance through the window. 	1555602356871
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AYsFAACPAgAA:194035:8	en:lusty	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AYsFAACPAgAA:194035	Besides, she was young and lusty and would defend herself. 	1555602461021
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AYsFAAApAwAA:194189:8	en:alibi	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AYsFAAApAwAA:194189	He thought also of hurrying to the Community Centre and staying there till the place closed, so as to establish a partial alibi for the evening. 	1555602478745
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AYsFAABmAwAA:194250:12	en:lassitude	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AYsFAABmAwAA:194250	A deadly lassitude had taken hold of him. 	1555602491051
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AYwFAABaAQAA:194698:9	en:brassy	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AYwFAABaAQAA:194698	From the telescreen a brassy female voice was squalling a patriotic song. 	1555602530904
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AYwFAAByAQAA:194722:12	en:squalling	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AYwFAAByAQAA:194722	From the telescreen a brassy female voice was squalling a patriotic song. 	1555602539436
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AY4FAABYAgAA:196841:12	en:groveling	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AY4FAABYAgAA:196841	But before death (nobody spoke of such things, yet everybody knew of them) there was the routine of confession that had to be gone through: the groveling on the floor and screaming for mercy, the crack of broken bones, the smashed teeth and bloody clots of hair. 	1555602623741
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AbQFAADJAQAA:204264:7	en:tang	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AbQFAADJAQAA:204264	He had hoped to be alone for a little while during the lunch hour, but as bad luck would have it the imbecile Parsons flopped down beside him, the tang of his sweat almost defeating the tinny smell of stew, and kept up a stream of talk about the preparations for Hate Week. 	1555643259083
CR!GHMRXGCKBS40F9SBSKH8NMD5H562:AbQFAAB3AgAA:204438:8	en:mâché	CR!GHMRXGCKBS40F9SBSKH8NMD5H562	B0053VMNYW	AbQFAAB3AgAA:204438	He was particularly enthusiastic about a papier-mâché model of Big Brother’s head, two metres wide, which was being made for the occasion by his daughter’s troop of Spies. 	1555643274046
